OrderNumber,OrderQty,UnitPrice,OrderLineNumber,Sales,OrderDate,Status,QTR_ID,Month_ID,Year,ProductLine,CustomerName,City,State,Country,Region,Revenue
10307,39,100.00,1,7379.97,2004-10-14,Shipped,4,10,2004,Planes,Classic Gift Ideas,Philadelphia,Philadelphia,USA,NA,3900.00
10272,39,100.00,1,7962.24,2004-07-20,Shipped,3,7,2004,Classic Cars,Diecast Classics Inc.,Allentown,PA,USA,NA,3900.00
10378,40,82.46,1,3298.40,2005-02-10,Shipped,1,2,2005,Motorcycles,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,3298.40
10340,40,84.77,1,3390.80,2004-11-24,Shipped,4,11,2004,Planes,Enaco Distributors,Barcelona,Barcelona,Spain,EMEA,3390.80
10141,40,94.62,1,3784.80,2003-08-01,Shipped,3,8,2003,Classic Cars,Suominen Souveniers,Uusimaa,Espoo,Finland,EMEA,3784.80
10304,40,100.00,1,4208.00,2004-10-11,Shipped,4,10,2004,Classic Cars,Auto Assoc. & Cie.,Versailles,Versailles,France,EMEA,4000.00
10131,40,100.00,1,4427.60,2003-06-16,Shipped,2,6,2003,Planes,Gift Ideas Corp.,Glendale,CT,USA,NA,4000.00
10108,40,100.00,1,5448.80,2003-03-03,Shipped,1,3,2003,Classic Cars,Cruz & Sons Co.,Makati City,\N,Philippines,APAC,4000.00
10191,40,100.00,1,5590.00,2003-11-20,Shipped,4,11,2003,Classic Cars,Toms Spezialitten,Koln,Koln,Germany,EMEA,4000.00
10322,40,100.00,1,6000.40,2004-11-04,Shipped,4,11,2004,Classic Cars,Online Diecast Creations Co.,Nashua,NH,USA,NA,4000.00
10207,40,100.00,1,6146.80,2003-12-09,Shipped,4,12,2003,Classic Cars,Diecast Collectables,Boston,MA,USA,NA,4000.00
10102,41,50.14,1,2055.74,2003-01-10,Shipped,1,1,2003,Vintage Cars,Vitachrome Inc.,NYC,NY,USA,NA,2055.74
10311,41,81.91,1,3358.31,2004-10-16,Shipped,4,10,2004,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,3358.31
10300,41,92.40,1,3788.40,2003-10-04,Shipped,4,10,2003,Classic Cars,Blauer See Auto,Frankfurt,Frankfurt,Germany,EMEA,3788.40
10235,41,100.00,1,4177.49,2004-04-02,Shipped,2,4,2004,Motorcycles,Royal Canadian Collectables,Tsawassen,Tsawassen,Canada,NA,4100.00
10358,41,100.00,1,4428.00,2004-12-10,Shipped,4,12,2004,Trucks and Buses,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4100.00
10281,41,100.00,1,5247.18,2004-08-19,Shipped,3,8,2004,Trucks and Buses,Diecast Classics Inc.,Allentown,PA,USA,NA,4100.00
10338,41,100.00,1,5624.79,2004-11-22,Shipped,4,11,2004,Planes,Royale Belge,Wallonia,Charleroi,Belgium,EMEA,4100.00
10274,41,100.00,1,6724.00,2004-07-21,Shipped,3,7,2004,Planes,Collectables For Less Inc.,Brickhaven,MA,USA,NA,4100.00
10252,41,100.00,1,6749.83,2004-05-26,Shipped,2,5,2004,Classic Cars,Auto Canal Petit,Paris,Paris,France,EMEA,4100.00
10407,42,72.65,1,3051.30,2005-04-22,On Hold,2,4,2005,Vintage Cars,The Sharp Gifts Warehouse,San Jose,CA,USA,NA,3051.30
10330,42,81.03,1,3403.26,2004-11-16,Shipped,4,11,2004,Motorcycles,Cruz & Sons Co.,Makati City,\N,Philippines,APAC,3403.26
10369,42,100.00,1,4581.36,2005-01-20,Shipped,1,1,2005,Vintage Cars,Collectables For Less Inc.,Brickhaven,MA,USA,NA,4200.00
10198,42,100.00,1,4774.56,2003-11-27,Shipped,4,11,2003,Planes,Cruz & Sons Co.,Makati City,\N,Philippines,APAC,4200.00
10127,42,100.00,1,8138.76,2003-06-03,Shipped,2,6,2003,Classic Cars,Muscle Machine Inc,NYC,NY,USA,NA,4200.00
10345,43,53.76,1,2311.68,2004-11-25,Shipped,4,11,2004,Vintage Cars,Atelier graphique,Nantes,Nantes,France,EMEA,2311.68
10283,43,57.61,1,2477.23,2004-08-20,Shipped,3,8,2004,Planes,Royal Canadian Collectables,Tsawassen,Tsawassen,Canada,NA,2477.23
10153,43,64.67,1,2780.81,2003-09-28,Shipped,3,9,2003,Ships,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2780.81
10306,43,75.17,1,3232.31,2004-10-14,Shipped,4,10,2004,Ships,AV Stores,Manchester,Manchester,UK,EMEA,3232.31
10209,43,82.21,1,3535.03,2004-01-09,Shipped,1,1,2004,Planes,Men 'R' US Retailers,Los Angeles,Los Angeles,USA,NA,3535.03
10155,43,86.40,1,3715.20,2003-10-06,Shipped,4,10,2003,Planes,Toys of Finland,Helsinki,Helsinki,Finland,EMEA,3715.20
10128,43,92.16,1,3962.88,2003-06-06,Shipped,2,6,2003,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,3962.88
10111,43,100.00,1,4818.15,2003-03-25,Shipped,1,3,2003,Vintage Cars,Mini Wheels Co.,San Francisco,CA,USA,NA,4300.00
10216,43,100.00,1,5759.42,2004-02-02,Shipped,1,2,2004,Trucks and Buses,Auto Assoc. & Cie.,Versailles,Versailles,France,EMEA,4300.00
10167,43,100.00,1,5763.72,2003-10-23,Cancelled,4,10,2003,Planes,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,4300.00
10282,43,100.00,1,6695.53,2004-08-20,Shipped,3,8,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,4300.00
10174,43,100.00,1,6817.22,2003-11-06,Shipped,4,11,2003,Trucks and Buses,Australian Gift Network,Brisbane,South Brisbane,Australia,APAC,4300.00
10230,43,100.00,1,7016.31,2004-03-15,Shipped,1,3,2004,Classic Cars,Blauer See Auto,Frankfurt,Frankfurt,Germany,EMEA,4300.00
10302,43,100.00,1,7310.00,2003-10-06,Shipped,4,10,2003,Vintage Cars,UK Collectables,Liverpool,Liverpool,UK,EMEA,4300.00
10219,43,100.00,1,8448.64,2004-02-10,Shipped,1,2,2004,Classic Cars,Signal Collectibles Ltd.,Brisbane,CA,USA,NA,4300.00
10414,44,73.98,1,3255.12,2005-05-06,On Hold,2,5,2005,Ships,Gifts4AllAges.com,Boston,MA,USA,NA,3255.12
10121,44,74.85,1,3293.40,2003-05-07,Shipped,2,5,2003,Motorcycles,Reims Collectables,Reims,\N,France,EMEA,3293.40
10387,44,94.90,1,4175.60,2005-03-02,Shipped,1,3,2005,Motorcycles,Dragon Souveniers,Singapore,\N,Singapore,APAC,4175.60
10341,44,95.93,1,4220.92,2004-11-24,Shipped,4,11,2004,Classic Cars,Salzburg Collectables,Salzburg,\N,Austria,EMEA,4220.92
10335,44,100.00,1,4746.28,2004-11-19,Shipped,4,11,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,4400.00
10287,44,100.00,1,5052.96,2004-08-30,Shipped,3,8,2004,Classic Cars,Vida Sport,Gensve,Gensve,Switzerland,EMEA,4400.00
10350,44,100.00,1,5191.12,2004-12-02,Shipped,4,12,2004,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4400.00
10115,44,100.00,1,5568.64,2003-04-04,Shipped,2,4,2003,Classic Cars,Classic Legends Inc.,NYC,NY,USA,NA,4400.00
10420,45,26.88,1,1209.60,2005-05-29,In Process,2,5,2005,Vintage Cars,Souveniers And Things Co.,Sydney,Chatswood,Australia,APAC,1209.60
10162,45,51.21,1,2304.45,2003-10-18,Shipped,4,10,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,2304.45
10258,45,80.92,1,3641.40,2004-06-15,Shipped,2,6,2004,Classic Cars,Tokyo Collectables,Tokyo,Minato-ku,Japan,APAC,3641.40
10117,45,83.42,1,3753.90,2003-04-16,Shipped,2,4,2003,Ships,Dragon Souveniers,Singapore,\N,Singapore,APAC,3753.90
10212,45,88.14,1,3966.30,2004-01-16,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,3966.30
10389,45,100.00,1,4597.65,2005-03-03,Shipped,1,3,2005,Motorcycles,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,4500.00
10294,45,100.00,1,4692.60,2004-09-10,Shipped,3,9,2004,Ships,Online Mini Collectables,Brickhaven,MA,USA,NA,4500.00
10402,45,100.00,1,5833.80,2005-04-07,Shipped,2,4,2005,Motorcycles,Auto Canal Petit,Paris,Paris,France,EMEA,4500.00
10344,45,100.00,1,7650.00,2004-11-25,Shipped,4,11,2004,Vintage Cars,Marseille Mini Autos,Marseille,Marseille,France,EMEA,4500.00
10190,46,32.99,1,1517.54,2003-11-19,Shipped,4,11,2003,Motorcycles,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1517.54
10242,46,36.93,1,1698.78,2004-04-20,Shipped,2,4,2004,Vintage Cars,Microscale Inc.,NYC,NY,USA,NA,1698.78
10215,46,45.28,1,2082.88,2004-01-29,Shipped,1,1,2004,Vintage Cars,West Coast Collectables Co.,Burbank,CA,USA,NA,2082.88
10319,46,73.98,1,3403.08,2004-11-03,Shipped,4,11,2004,Classic Cars,Microscale Inc.,NYC,NY,USA,NA,3403.08
10208,46,74.45,1,3424.70,2004-01-02,Shipped,1,1,2004,Ships,Saveley & Henriot,Lyon,\N,France,EMEA,3424.70
10368,46,79.62,1,3662.52,2005-01-19,Shipped,1,1,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,3662.52
10424,46,80.92,1,3722.32,2005-05-31,In Process,2,5,2005,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,3722.32
10139,46,100.00,1,5545.76,2003-07-16,Shipped,3,7,2003,Vintage Cars,Souveniers And Things Co.,Sydney,Chatswood,Australia,APAC,4600.00
10246,46,100.00,1,6311.20,2004-05-05,Shipped,2,5,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4600.00
10251,46,100.00,1,7552.28,2004-05-18,Shipped,2,5,2004,Motorcycles,Tekni Collectables Inc.,Newark,NJ,USA,NA,4600.00
10264,47,83.27,1,3913.69,2004-06-30,Shipped,2,6,2004,Classic Cars,Gifts4AllAges.com,Boston,MA,USA,NA,3913.69
10140,47,100.00,1,5105.14,2003-07-24,Shipped,3,7,2003,Trucks and Buses,Technics Stores Inc.,Burlingame,CA,USA,NA,4700.00
10276,47,100.00,1,5464.69,2004-08-02,Shipped,3,8,2004,Classic Cars,Online Mini Collectables,Brickhaven,MA,USA,NA,4700.00
10323,47,100.00,1,6203.06,2004-11-05,Shipped,4,11,2004,Trucks and Buses,Blauer See Auto,Frankfurt,Frankfurt,Germany,EMEA,4700.00
10239,47,100.00,1,7083.37,2004-04-12,Shipped,2,4,2004,Classic Cars,Oulu Toy Supplies,Oulu,Oulu,Finland,EMEA,4700.00
10364,48,48.28,1,2317.44,2005-01-06,Shipped,1,1,2005,Motorcycles,Marseille Mini Autos,Marseille,Marseille,France,EMEA,2317.44
10211,48,48.98,1,2351.04,2004-01-15,Shipped,1,1,2004,Classic Cars,Auto Canal Petit,Paris,Paris,France,EMEA,2351.04
10184,48,50.95,1,2445.60,2003-11-14,Shipped,4,11,2003,Trains,Iberia Gift Imports,Sevilla,\N,Spain,EMEA,2445.60
10328,48,58.92,1,2828.16,2004-11-12,Shipped,4,11,2004,Planes,Rovelli Gifts,Bergamo,\N,Italy,EMEA,2828.16
10205,48,63.61,1,3053.28,2003-12-03,Shipped,4,12,2003,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,3053.28
10232,48,96.16,1,4615.68,2004-03-20,Shipped,1,3,2004,Ships,giftsbymail.co.uk,Cowes,Isle of Wight,UK,EMEA,4615.68
10291,48,100.00,1,5398.08,2004-09-08,Shipped,3,9,2004,Trucks and Buses,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,4800.00
10263,48,100.00,1,6434.40,2004-06-28,Shipped,2,6,2004,Motorcycles,Gift Depot Inc.,Bridgewater,CT,USA,NA,4800.00
10203,48,100.00,1,8291.04,2003-12-02,Shipped,4,12,2003,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4800.00
10100,49,34.47,1,1689.03,2003-01-06,Shipped,1,1,2003,Vintage Cars,Online Diecast Creations Co.,Nashua,NH,USA,NA,1689.03
10367,49,56.30,1,2758.70,2005-01-12,Resolved,1,1,2005,Classic Cars,Toys4GrownUps.com,Pasadena,CA,USA,NA,2758.70
10336,49,63.38,1,3105.62,2004-11-20,Shipped,4,11,2004,Classic Cars,La Corne D'abondance,Paris,\N,France,EMEA,3105.62
10142,49,98.25,1,4814.25,2003-08-08,Shipped,3,8,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,4814.25
10401,49,100.00,1,4992.61,2005-04-03,On Hold,2,4,2005,Motorcycles,Tekni Collectables Inc.,Newark,NJ,USA,NA,4900.00
10194,49,100.00,1,5760.93,2003-11-25,Shipped,4,11,2003,Trucks and Buses,Saveley & Henriot,Lyon,\N,France,EMEA,4900.00
10384,49,100.00,1,6397.44,2005-02-23,Shipped,1,2,2005,Ships,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,4900.00
10221,49,100.00,1,6804.63,2004-02-18,Shipped,1,2,2004,Ships,Petit Auto,Bruxelles,\N,Belgium,EMEA,4900.00
10196,49,100.00,1,6893.81,2003-11-26,Shipped,4,11,2003,Vintage Cars,Super Scale Inc.,New Haven,CT,USA,NA,4900.00
10231,49,100.00,1,6952.12,2004-03-19,Shipped,1,3,2004,Classic Cars,CAF Imports,Madrid,Madrid,Spain,EMEA,4900.00
10265,49,100.00,1,8427.02,2004-07-02,Shipped,3,7,2004,Classic Cars,Australian Collectables,Melbourne,Glen Waverly,Australia,APAC,4900.00
10123,50,59.87,1,2993.50,2003-05-20,Shipped,2,5,2003,Classic Cars,Atelier graphique,Nantes,Nantes,France,EMEA,2993.50
10159,50,69.80,1,3490.00,2003-10-10,Shipped,4,10,2003,Classic Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,3490.00
10129,50,77.99,1,3899.50,2003-06-12,Shipped,2,6,2003,Vintage Cars,Stylish Desk Decors,London,London,UK,EMEA,3899.50
10105,50,79.67,1,3983.50,2003-02-11,Shipped,1,2,2003,Vintage Cars,Danish Wholesale Imports,Kobenhavn,\N,Denmark,EMEA,3983.50
10273,50,85.75,1,4287.50,2004-07-21,Shipped,3,7,2004,Vintage Cars,Petit Auto,Bruxelles,\N,Belgium,EMEA,4287.50
10257,50,88.14,1,4407.00,2004-06-14,Shipped,2,6,2004,Vintage Cars,The Sharp Gifts Warehouse,San Jose,CA,USA,NA,4407.00
10377,50,100.00,1,5182.00,2005-02-09,Shipped,1,2,2005,Classic Cars,Toys of Finland,Helsinki,Helsinki,Finland,EMEA,5000.00
10165,50,100.00,1,5344.50,2003-10-22,Shipped,4,10,2003,Trains,Dragon Souveniers,Singapore,\N,Singapore,APAC,5000.00
10390,50,100.00,1,7397.00,2005-03-04,Shipped,1,3,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,5000.00
10176,50,100.00,1,7872.50,2003-11-06,Shipped,4,11,2003,Classic Cars,L'ordine Souveniers,Reggio Emilia,\N,Italy,EMEA,5000.00
10214,50,100.00,1,9534.50,2004-01-26,Shipped,1,1,2004,Vintage Cars,Corrida Auto Replicas,Madrid,\N,Spain,EMEA,5000.00
10425,55,46.82,1,2575.10,2005-05-31,In Process,2,5,2005,Classic Cars,La Rochelle Gifts,Nantes,Nantes,France,EMEA,2575.10
10342,55,65.45,1,3599.75,2004-11-24,Shipped,4,11,2004,Classic Cars,Australian Collectors,Melbourne,Victoria,Australia,APAC,3599.75
10405,55,100.00,1,8289.05,2005-04-14,Shipped,2,4,2005,Classic Cars,Mini Caravy,Strasbourg,Strasbourg,France,EMEA,5500.00
10409,61,29.54,1,1801.94,2005-04-23,Shipped,2,4,2005,Vintage Cars,Handji Gifts& Co,Singapore,\N,Singapore,APAC,1801.94
10406,65,100.00,1,10468.90,2005-04-15,Disputed,2,4,2005,Classic Cars,Danish Wholesale Imports,Kobenhavn,\N,Denmark,EMEA,6500.00
10409,6,100.00,2,785.64,2005-04-23,Shipped,2,4,2005,Vintage Cars,Handji Gifts& Co,Singapore,\N,Singapore,APAC,600.00
10415,18,69.70,2,1254.60,2005-05-09,Disputed,2,5,2005,Vintage Cars,Australian Collectables,Melbourne,Glen Waverly,Australia,APAC,1254.60
10425,18,100.00,2,1895.94,2005-05-31,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,Nantes,Nantes,France,EMEA,1800.00
10281,20,40.66,2,813.20,2004-08-19,Shipped,3,8,2004,Classic Cars,Diecast Classics Inc.,Allentown,PA,USA,NA,813.20
10239,20,44.56,2,891.20,2004-04-12,Shipped,2,4,2004,Classic Cars,Oulu Toy Supplies,Oulu,Oulu,Finland,EMEA,891.20
10141,20,54.33,2,1086.60,2003-08-01,Shipped,3,8,2003,Classic Cars,Suominen Souveniers,Uusimaa,Espoo,Finland,EMEA,1086.60
10276,20,61.23,2,1224.60,2004-08-02,Shipped,3,8,2004,Classic Cars,Online Mini Collectables,Brickhaven,MA,USA,NA,1224.60
10258,20,61.41,2,1228.20,2004-06-15,Shipped,2,6,2004,Trucks and Buses,Tokyo Collectables,Tokyo,Minato-ku,Japan,APAC,1228.20
10170,20,63.14,2,1262.80,2003-11-04,Shipped,4,11,2003,Classic Cars,Mini Auto Werke,Graz,\N,Austria,EMEA,1262.80
10371,20,66.47,2,1329.40,2005-01-23,Shipped,1,1,2005,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,1329.40
10208,20,89.40,2,1788.00,2004-01-02,Shipped,1,1,2004,Vintage Cars,Saveley & Henriot,Lyon,\N,France,EMEA,1788.00
10139,20,90.06,2,1801.20,2003-07-16,Shipped,3,7,2003,Vintage Cars,Souveniers And Things Co.,Sydney,Chatswood,Australia,APAC,1801.20
10326,20,92.25,2,1845.00,2004-11-09,Shipped,4,11,2004,Vintage Cars,Volvo Model Replicas,Lule,Lule,Sweden,EMEA,1845.00
10283,20,94.14,2,1882.80,2004-08-20,Shipped,3,8,2004,Ships,Royal Canadian Collectables,Tsawassen,Tsawassen,Canada,NA,1882.80
10155,20,100.00,2,2353.40,2003-10-06,Shipped,4,10,2003,Planes,Toys of Finland,Helsinki,Helsinki,Finland,EMEA,2000.00
10264,20,100.00,2,2410.60,2004-06-30,Shipped,2,6,2004,Classic Cars,Gifts4AllAges.com,Boston,MA,USA,NA,2000.00
10370,20,100.00,2,2730.00,2005-01-20,Shipped,1,1,2005,Vintage Cars,Anna's Decorations,Sydney,North Sydney,Australia,APAC,2000.00
10329,20,100.00,2,3176.00,2004-11-15,Shipped,4,11,2004,Motorcycles,Land of Toys Inc.,NYC,NY,USA,NA,2000.00
10351,20,100.00,2,3374.60,2004-12-03,Shipped,4,12,2004,Vintage Cars,Stylish Desk Decors,London,London,UK,EMEA,2000.00
10203,21,37.00,2,777.00,2003-12-02,Shipped,4,12,2003,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,777.00
10412,21,52.60,2,1104.60,2005-05-03,Shipped,2,5,2005,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1104.60
10167,21,69.88,2,1467.48,2003-10-23,Cancelled,4,10,2003,Planes,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,1467.48
10284,21,71.00,2,1491.00,2004-08-21,Shipped,3,8,2004,Planes,Norway Gifts By Mail,Oslo,\N,Norway,EMEA,1491.00
10423,21,84.82,2,1781.22,2005-05-30,In Process,2,5,2005,Vintage Cars,Petit Auto,Bruxelles,\N,Belgium,EMEA,1781.22
10401,21,96.11,2,2018.31,2005-04-03,On Hold,2,4,2005,Planes,Tekni Collectables Inc.,Newark,NJ,USA,NA,2018.31
10183,21,100.00,2,2441.04,2003-11-13,Shipped,4,11,2003,Trucks and Buses,Classic Gift Ideas,Philadelphia,Philadelphia,USA,NA,2100.00
10293,21,100.00,2,2941.89,2004-09-09,Shipped,3,9,2004,Ships,Amica Models & Co.,Torino,\N,Italy,EMEA,2100.00
10113,21,100.00,2,3415.44,2003-03-26,Shipped,1,3,2003,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2100.00
10164,21,100.00,2,3536.82,2003-10-21,Resolved,4,10,2003,Classic Cars,Mini Auto Werke,Graz,\N,Austria,EMEA,2100.00
10103,22,54.09,2,1189.98,2003-01-29,Shipped,1,1,2003,Trucks and Buses,Baane Mini Imports,Stavern,\N,Norway,EMEA,1189.98
10186,22,69.20,2,1522.40,2003-11-14,Shipped,4,11,2003,Planes,Double Decker Gift Stores,London,London,UK,EMEA,1522.40
10383,22,91.76,2,2018.72,2005-02-22,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2018.72
10301,22,96.37,2,2120.14,2003-10-05,Shipped,4,10,2003,Classic Cars,Norway Gifts By Mail,Oslo,\N,Norway,EMEA,2120.14
10236,23,55.72,2,1281.56,2004-04-03,Shipped,2,4,2004,Motorcycles,Motor Mint Distributors Inc.,Philadelphia,PA,USA,NA,1281.56
10314,23,76.22,2,1753.06,2004-10-22,Shipped,4,10,2004,Ships,Heintze Collectables,Aaarhus,\N,Denmark,EMEA,1753.06
10248,23,76.31,2,1755.13,2004-05-07,Cancelled,2,5,2004,Vintage Cars,Land of Toys Inc.,NYC,NY,USA,NA,1755.13
10278,23,100.00,2,2604.52,2004-08-06,Shipped,3,8,2004,Classic Cars,Signal Gift Stores,Las Vegas,NV,USA,NA,2300.00
10193,23,100.00,2,2769.89,2003-11-21,Shipped,4,11,2003,Vintage Cars,Australian Collectables,Melbourne,Glen Waverly,Australia,APAC,2300.00
10300,23,100.00,2,2807.61,2003-10-04,Shipped,4,10,2003,Classic Cars,Blauer See Auto,Frankfurt,Frankfurt,Germany,EMEA,2300.00
10147,23,100.00,2,2906.97,2003-09-05,Shipped,3,9,2003,Classic Cars,Collectables For Less Inc.,Brickhaven,MA,USA,NA,2300.00
10210,23,100.00,2,3009.09,2004-01-12,Shipped,1,1,2004,Motorcycles,Osaka Souveniers Co.,Osaka,Osaka,Japan,APAC,2300.00
10349,23,100.00,2,3182.97,2004-12-01,Shipped,4,12,2004,Classic Cars,Muscle Machine Inc,NYC,NY,USA,NA,2300.00
10309,24,56.10,2,1346.40,2004-10-15,Shipped,4,10,2004,Motorcycles,Baane Mini Imports,Stavern,\N,Norway,EMEA,1346.40
10316,24,59.16,2,1419.84,2004-11-01,Shipped,4,11,2004,Vintage Cars,giftsbymail.co.uk,Cowes,Isle of Wight,UK,EMEA,1419.84
10400,24,61.66,2,1479.84,2005-04-01,Shipped,2,4,2005,Planes,The Sharp Gifts Warehouse,San Jose,CA,USA,NA,1479.84
10172,24,81.33,2,1951.92,2003-11-05,Shipped,4,11,2003,Classic Cars,Gift Depot Inc.,Bridgewater,CT,USA,NA,1951.92
10197,24,90.52,2,2172.48,2003-11-26,Shipped,4,11,2003,Ships,Enaco Distributors,Barcelona,Barcelona,Spain,EMEA,2172.48
10346,24,100.00,2,3325.92,2004-11-29,Shipped,4,11,2004,Classic Cars,Signal Gift Stores,Las Vegas,NV,USA,NA,2400.00
10380,24,100.00,2,4536.00,2005-02-16,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2400.00
10311,25,66.99,2,1674.75,2004-10-16,Shipped,4,10,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1674.75
10249,25,69.70,2,1742.50,2004-05-08,Shipped,2,5,2004,Vintage Cars,Cambridge Collectables Co.,Cambridge,MA,USA,NA,1742.50
10307,25,75.36,2,1884.00,2004-10-14,Shipped,4,10,2004,Planes,Classic Gift Ideas,Philadelphia,Philadelphia,USA,NA,1884.00
10213,25,83.39,2,2084.75,2004-01-22,Shipped,1,1,2004,Classic Cars,Double Decker Gift Stores,London,London,UK,EMEA,2084.75
10235,25,96.11,2,2402.75,2004-04-02,Shipped,2,4,2004,Planes,Royal Canadian Collectables,Tsawassen,Tsawassen,Canada,NA,2402.75
10188,25,100.00,2,2535.75,2003-11-18,Shipped,4,11,2003,Motorcycles,Herkku Gifts,Bergen,Bergen,Norway,EMEA,2500.00
10161,25,100.00,2,2759.75,2003-10-17,Shipped,4,10,2003,Classic Cars,Heintze Collectables,Aaarhus,\N,Denmark,EMEA,2500.00
10136,25,100.00,2,3644.75,2003-07-04,Shipped,3,7,2003,Classic Cars,Alpha Cognac,Toulouse,\N,France,EMEA,2500.00
10355,25,100.00,2,4203.50,2004-12-07,Shipped,4,12,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2500.00
10237,26,40.23,2,1045.98,2004-04-05,Shipped,2,4,2004,Motorcycles,Vitachrome Inc.,NYC,NY,USA,NA,1045.98
10291,26,57.73,2,1500.98,2004-09-08,Shipped,3,9,2004,Trucks and Buses,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,1500.98
10320,26,61.23,2,1591.98,2004-11-03,Shipped,4,11,2004,Classic Cars,Volvo Model Replicas,Lule,Lule,Sweden,EMEA,1591.98
10131,26,85.13,2,2213.38,2003-06-16,Shipped,2,6,2003,Planes,Gift Ideas Corp.,Glendale,CT,USA,NA,2213.38
10290,26,96.23,2,2501.98,2004-09-07,Shipped,3,9,2004,Vintage Cars,Auto-Moto Classics Inc.,Brickhaven,MA,USA,NA,2501.98
10297,26,100.00,2,2856.88,2004-09-16,Shipped,3,9,2004,Motorcycles,Clover Collections,Dublin,Dublin,Ireland,EMEA,2600.00
10123,26,100.00,2,3073.72,2003-05-20,Shipped,2,5,2003,Classic Cars,Atelier graphique,Nantes,Nantes,France,EMEA,2600.00
10334,26,100.00,2,3188.12,2004-11-19,On Hold,4,11,2004,Classic Cars,Volvo Model Replicas,Lule,Lule,Sweden,EMEA,2600.00
10356,27,64.69,2,1746.63,2004-12-09,Shipped,4,12,2004,Classic Cars,Lyon Souveniers,Paris,\N,France,EMEA,1746.63
10212,27,79.62,2,2149.74,2004-01-16,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2149.74
10133,27,99.67,2,2691.09,2003-06-27,Shipped,2,6,2003,Planes,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2691.09
10339,27,100.00,2,2810.70,2004-11-23,Shipped,4,11,2004,Planes,Tokyo Collectables,Tokyo,Minato-ku,Japan,APAC,2700.00
10287,27,100.00,2,4310.55,2004-08-30,Shipped,3,8,2004,Classic Cars,Vida Sport,Gensve,Gensve,Switzerland,EMEA,2700.00
10411,27,100.00,2,4427.73,2005-05-01,Shipped,2,5,2005,Classic Cars,Quebec Home Shopping Network,Montreal,Quebec,Canada,NA,2700.00
10347,27,100.00,2,4428.00,2004-11-29,Shipped,4,11,2004,Classic Cars,Australian Collectors,Melbourne,Victoria,Australia,APAC,2700.00
10165,27,100.00,2,5559.03,2003-10-22,Shipped,4,10,2003,Classic Cars,Dragon Souveniers,Singapore,\N,Singapore,APAC,2700.00
10173,28,53.72,2,1504.16,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,\N,Italy,EMEA,1504.16
10114,28,55.73,2,1560.44,2003-04-01,Shipped,2,4,2003,Trucks and Buses,La Corne D'abondance,Paris,\N,France,EMEA,1560.44
10111,28,64.33,2,1801.24,2003-03-25,Shipped,1,3,2003,Vintage Cars,Mini Wheels Co.,San Francisco,CA,USA,NA,1801.24
